"","klasifikasi","score","text"
"1257","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1258","Negatif",-1," habishabisan kader pdip semot ganjar pranowo mulai dari kemiskinan jateng hingga soal wadas"
"1259","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1260","Positif",1,"indi bodomu i lho mbak wadas sudah clear yang memang warga asli "
"1261","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1262","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1263","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1264","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1265","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1266","Negatif",-1," habishabisan kader pdip semot ganjar pranowo mulai dari kemiskinan jateng hingga soal wadas"
"1267","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1268","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1269","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1270","Negatif",-2," melawan mmg rakyat ngk setuju  rakyat wadas saat itu menolak dgn "
"1271","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1272","Negatif",-2," djogdja melawan gubernurmu kokean main barong mas"
"1273","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1274","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1275","Negatif",-1," habishabisan kader pdip semot ganjar pranowo mulai dari kemiskinan jateng hingga soal wadas"
"1276","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1277","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1278","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1279","Negatif",-1," habishabisan kader pdip semot ganjar pranowo mulai dari kemiskinan jateng hingga soal wadas"
"1280","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1281","Netral",0," ganjar dr pdip diduga korui ektdidukung oligarkikonglomerat  kasus wadas mbuat rda hutan gunung "
"1282","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1283","Netral",0," ganjar dr pdip diduga korui ektdidukung oligarkikonglomerat  kasus wadas mbuat rda hutan gunu "
"1284","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1285","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1286","Negatif",-1," a betul om melawan "
"1287","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1288","Negatif",-2," kemudian seorang arat datang dan langsung merams ksa snduk wadas melawan tersebut banyak warga yang berusaha me"
"1289","Negatif",-2," merusakan alam wadasdari ristiwa tersebut sangat jelas terlihat tindakan mbungkaman terhadaasrasi rakyat dan ju"
"1290","Negatif",-2," kemudian arat melakukan intimidasi dengan mengatakan jangan macammacamsetelah snduk wadas melawan dirams ar"
"1291","Negatif",-2," kemudian seorang arat datang dan langsung merams ksa snduk wadas melawan tersebut banyak warga yang berusaha me"
"1292","Negatif",-1," mengingatkan jokowi atas sambutannya tentang hamblum minal alam yang sangat kontradiksi dengan rbuatannya yang akan mer"
"1293","Netral",0," melalui oyek rtambangan batu andesit untuk psn bendungan bener seles memberikan sambutannya jokowi segera kelua"
"1294","Negatif",-1," hubungan baik manusia dengan alam namun hal itu tidak sesuai dengan tindakan jokowi yang justru banyak merusak alam di i"
"1295","Negatif",-2," merusakan alam wadasdari ristiwa tersebut sangat jelas terlihat tindakan mbungkaman terhadaasrasi rakyat dan ju"
"1296","Negatif",-2," kemudian arat melakukan intimidasi dengan mengatakan jangan macammacamsetelah snduk wadas melawan dirams ar"
"1297","Negatif",-2," kemudian seorang arat datang dan langsung merams ksa snduk wadas melawan tersebut banyak warga yang berusaha me"
"1298","Negatif",-1," mengingatkan jokowi atas sambutannya tentang hamblum minal alam yang sangat kontradiksi dengan rbuatannya yang akan mer"
"1299","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1300","Netral",0," melalui oyek rtambangan batu andesit untuk psn bendungan bener seles memberikan sambutannya jokowi segera kelua"
"1301","Negatif",-1," hubungan baik manusia dengan alam namun hal itu tidak sesuai dengan tindakan jokowi yang justru banyak merusak alam di i"
"1302","Negatif",-1," ganjar buzer nya banyak ya duit dari gusur wadas kali"
"1303","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1304","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1305","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1306","Netral",0," wadas gimana"
"1307","Negatif",-1," habishabisan kader pdip semot ganjar pranowo mulai dari kemiskinan jateng hingga soal wadas"
"1308","Negatif",-1," habishabisan kader pdip semot ganjar pranowo mulai dari kemiskinan jateng hingga soal wadas"
"1309","Negatif",-1," habishabisan kader pdip semot ganjar pranowo mulai dari kemiskinan jateng hingga soal wadas"
"1310","Negatif",-1," habishabisan kader pdip semot ganjar pranowo mulai dari kemiskinan jateng hingga soal wadas"
"1311","Negatif",-1," habishabisan kader pdip semot ganjar pranowo mulai dari kemiskinan jateng hingga soal wadas"
"1312","Negatif",-1," habishabisan kader pdip semot ganjar pranowo mulai dari kemiskinan jateng hingga soal wadas"
"1313","Negatif",-1," habishabisan kader pdip semot ganjar pranowo mulai dari kemiskinan jateng hingga soal wadas"
"1314","Negatif",-1," contohnya rsoalan jateng yg termasuk onsi miskin rsoalan wadas akah ada lagi  "
"1315","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1316","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1317","Negatif",-1," habishabisan kader pdip semot ganjar pranowo mulai dari kemiskinan jateng hingga soal wadas"
"1318","Netral",0," ganjar dr pdip diduga korui ektdidukung oligarkikonglomerat  kasus wadas mbuat rda hutan gunung "
"1319","Negatif",-1," memang didki tak ada yg miskinwadas itu masalah tanah kalau formula e yg ngeriduit rakyat jakarta "
"1320","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1321","Negatif",-1," habishabisan kader pdip semot ganjar pranowo mulai dari kemiskinan jateng hingga soal wadas"
"1322","Negatif",-1,"habishabisan kader pdip semot ganjar pranowo mulai dari kemiskinan jateng hingga soal wadas"
"1323","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1324","Netral",0," ganjar dr pdip diduga korui ektdidukung oligarkikonglomerat  kasus wadas mbuat rda hutan gun "
"1325","Netral",0,"id ganjar dr pdip diduga korui ektdidukung oligarkikonglomerat  kasus wadas mbuat rda hutan "
"1326","Netral",0," ganjar dr pdip diduga korui ektdidukung oligarkikonglomerat  kasus wadas mbuat rda hutan gunung "
"1327","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1328","Negatif",-1," ganjar nowadas melawansama saja porak porandakan wadas"
"1329","Netral",0,"marm ganjar dr pdip diduga korui ektdidukung oligarkikonglomerat  kasus wadas mbuat rda hutan gunung "
"1330","Netral",0," ganjar dr pdip diduga korui ektdidukung oligarkikonglomerat  kasus wadas mbuat rda hutan g "
"1331","Netral",0," ganjar dr pdip diduga korui ektdidukung oligarkikonglomerat  kasus wadas mbuat rda hutan gunung "
"1332","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1333","Negatif",-5," swis terlalu jauh k wadas aja yg dekat gimanaa klu ga mam ga usah jauh jauh"
"1334","Negatif",-1," kirain dar umum den bokeutk korban wadas"
"1335","Negatif",-1," habishabisan kader pdip semot ganjar pranowo mulai dari kemiskinan jateng hingga soal wadas"
"1336","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1337","Negatif",-1," desa wadas a ksbar k desini menunggu khdaran dan kebijakan bak"
"1338","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1339","Netral",0," didu tulisan wadas salahnya di mana"
"1340","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1341","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1342","Negatif",-1," si wan uban ytuber dan tiktokers jateng ov termiskin model si wan uban cocok nya jadi ytuber aja "
"1343","Negatif",-1," si wan uban ytuber dan tiktokers jateng ov termiskin model si wan uban cocok nya jadi ytuber aja "
"1344","Negatif",-1," si wan uban ytuber dan tiktokers jareng ov termiskin model si wan uban cocok nya jadi ytuber aja "
"1345","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1346","Negatif",-2," berarti mal ini melayani dan menyetujui penggusuran warga wadas ya cenul"
"1347","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1348","Netral",0,"emang ada estasinya "
"1349","Negatif",-1," habishabisan kader pdip semot ganjar pranowo mulai dari kemiskinan jateng hingga soal wadas"
"1350","Netral",0,"setiabudi a kabar ektp a kabar wadas "
"1351","Negatif",-1,"habishabisan kader pdip semot ganjar pranowo mulai dari kemiskinan jateng hingga soal wadas"
"1352","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1353","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1354","Negatif",-1,"habishabisan kader pdip semot ganjar pranowo mulai dari kemiskinan jateng hingga soal wadas "
"1355","Negatif",-1," tanah wadas"
"1356","Negatif",-1,"habishabisan kader pdip semot ganjar pranowo mulai dari kemiskinan jateng hingga soal wadas"
"1357","Negatif",-2," drunnn jadi orang jangan imitif orang wadas dah jadi milyuner "
"1358","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1359","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1360","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1361","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1362","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1363","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1364","Netral",0," polisi jambi cc "
"1365","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1366","Negatif",-1," innalillahisetelah gem longsor sekarang banjir di wilayah cugenang cianjur  yaa rabb lindungilah saudara kami"
"1367","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1368","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1369","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1370","Netral",0," yah koreeeeeeeeeeeng"
"1371","Negatif",-1," kita dijegat yaorang orang ini minta bantuan diturunin disinisementara kita mau ke ujung orang orang ini brentiin semua"
"1372","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1373","Positif",1," yah lagian aneh aja bu ini  yg sebar foto dgn kaki koreng dia sendiri  terus org bahas soal koreng dia"
"1374","Negatif",-5," swis terlalu jauh k wadas aja yg dekat gimanaa klu ga mam ga usah jauh jauh"
"1375","Negatif",-2," yah tolol loe bu   kan yg share ke blik foto dgn kaki koreng inikan loe sendiri  dan tuh akun bicara a"
"1376","Netral",0," marm a yg dilih kawanan cok densi itu yg tidak saya lihsesiml itu aja sih kriteria caes lihan saya "
"1377","Negatif",-2," gem lagi ya warga yg nik kemuar rumah rtokoan juga rkantoran "
"1378","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1379","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1380","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1381","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1382","Netral",0," wadas di jajah ganjar gimana untuk kentingan oligarki"
"1383","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1384","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1385","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1386","Negatif",-1," kronologi perampasan spanduk wadas melawan oleh aparat di muktamar muhammadiyah sabtu  november  presiden joko"
"1387","Netral",0," nasionalis kai wadas nggak"
"1388","Negatif",-1," e ktpwadas melawan dll mau diantr ke istna istana dadjal ya  estasinya cm yutubean mau jdi e "
"1389","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1390","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1391","Positif",1," maaf nanya kak sumbernya dari hasil wadas atau ektp  "
"1392","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1393","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1394","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1395","Netral",0,"proyek pengambilan batu wadas keden semoga tidak ada masalahganjaranowoganjaranowoganjarkita "
"1396","Negatif",-1,"cara ganjar tangani wadas diji dpr riganjaranowoganjaranowoganjarkitaganjaruntukindonesia "
"1397","Netral",0,"dpr ri memantau penyelesaian sengketa yang terjadi di desa wadasganjaranowoganjaranowoganjarkita "
"1398","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"1399","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
